ProviderID,MORT_30_AMI,MORT_30_HF,MORT_30_PN,PSI_90_SAFETY,IMM_2,PN_6,SCIP_CARD_2,SCIP_INF_2,SCIP_INF_3,SCIP_INF_9,SCIP_VTE_2,AMI_7A,HAI1,HAI2,HAI3,HAI4,H_CLEAN_HSP_A_P,H_COMP_1_A_P,H_COMP_2_A_P,H_COMP_3_A_P,H_COMP_4_A_P,H_COMP_5_A_P,H_COMP_7_A,H_COMP_7_SA,H_QUIET_HSP_A_P,H_CLEAN_QUIET,H_COMP_7,MSPB_1,HospitalName,Address,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwnership,EmergencyServices
10008,0,0.471,0.476,0.25,0.465,0.485,0,0,0,0,0,0,0,0,0,0,0.345,0.42,0.465,0.4,0.385,0.255,0.25,0.273,0.34,0.343,0.485,0.148,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Proprietary,No
10009,0.947,0.956,0.945,0,0,0.95,0.98,0.97,0.96,0.98,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33708,PINELLAS,7273986661,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
10011,0.479,0.475,0.464,0.287,0.45,0.48,0.49,0.495,0.495,0.495,0.5,0,0.267,0.217,0.176,0,0.31,0.38,0.415,0.3,0.345,0.3,0.25,0.258,0.305,0.308,0.47,0,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10012,0.462,0.47,0.448,0.209,0.5,0.46,0.475,0.48,0.5,0.5,0.5,0,0,0.5,0,0,0.35,0.405,0.415,0.335,0.37,0.345,0.262,0.247,0.34,0.345,0.47,0.074,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Proprietary,Yes
10016,0.487,0.469,0.473,0.308,0.485,0.495,0.5,0.495,0.485,0.495,0.5,0,0.282,0.176,0.256,0,0.3,0.385,0.41,0.295,0.345,0.32,0.256,0.247,0.315,0.308,0.465,0,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10018,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0.77,0.99,0.99,1,0.86,0.89,0.302,0.707,0.9,0.835,0.96,0,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10019,0.471,0.469,0.466,0.316,0.49,0.49,0.495,0.5,0.485,0.495,0.5,0,0.5,0.5,0.279,0,0.355,0.395,0.43,0.34,0.355,0.325,0.267,0.247,0.35,0.353,0.475,0.016,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10021,0,0.48,0.478,0.235,0.5,0.465,0.475,0.49,0.445,0.5,0.5,0,0,0,0,0,0.365,0.395,0.425,0.34,0.38,0.32,0.244,0.258,0.38,0.373,0.465,0.058,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10022,0,0.465,0.48,0.253,0.495,0.47,0,0,0,0,0,0,0,0,0,0,0.37,0.445,0.455,0.375,0.415,0.345,0.186,0.328,0.38,0.375,0.485,0.178,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10023,0.485,0.478,0.475,0.289,0.475,0.48,0.49,0.495,0.48,0.47,0.5,0,0.266,0.242,0.109,0,0.325,0.39,0.41,0.305,0.35,0.31,0.238,0.263,0.335,0.33,0.465,0,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10024,0.473,0.488,0.457,0.308,0.475,0.47,0.48,0.5,0.49,0.485,0.5,0,0.164,0,0.045,0.5,0.34,0.395,0.42,0.315,0.36,0.335,0.262,0.253,0.33,0.335,0.475,0,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10029,0.469,0.475,0.462,0.229,0.44,0.485,0.5,0.5,0.495,0.495,0.5,0,0,0.144,0.16,0.5,0.355,0.4,0.425,0.335,0.35,0.33,0.244,0.263,0.355,0.355,0.47,0.024,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10032,0,0.478,0.484,0.253,0.435,0.415,0,0,0,0,0,0,0,0,0,0,0.345,0.39,0.395,0.36,0.36,0.25,0.221,0.263,0.365,0.355,0.45,0.185,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,2563572111,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10033,0.479,0.482,0.48,0.248,0.435,0.47,0.495,0.5,0.495,0.495,0.5,0,0.187,0,0.02,0.362,0.37,0.42,0.425,0.335,0.375,0.345,0.221,0.293,0.355,0.363,0.48,0,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,Acute Care Hospitals,Government - State,Yes
10034,0,0.488,0.489,0.266,0.425,0.47,0,0,0,0,0.47,0,0,0,0,0,0.385,0.445,0.46,0.375,0.37,0.365,0.203,0.308,0.35,0.368,0.48,0.099,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10035,0.478,0.47,0.476,0.298,0.49,0.5,0.5,0.5,0.495,0.5,0.5,0,0.5,0.353,0,0,0.365,0.4,0.425,0.335,0.37,0.335,0.233,0.273,0.355,0.36,0.47,0.015,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,CULLMAN,2567372000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10036,0,0.473,0.476,0.233,0.495,0.5,0.5,0.495,0.5,0.5,0.5,0,0,0.151,0,0,0.315,0.38,0.41,0.305,0.335,0.33,0.273,0.227,0.335,0.325,0.46,0.101,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,36420,COVINGTON,3342228466,Acute Care Hospitals,Proprietary,Yes
10038,0.471,0.478,0.478,0.216,0.495,0.47,0.5,0.49,0.49,0.485,0.5,0,0,0,0,0,0.375,0.39,0.405,0.305,0.335,0.305,0.267,0.242,0.365,0.37,0.47,0.071,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes
10039,0.48,0.478,0.48,0.223,0.48,0.48,0.495,0.495,0.495,0.49,0.5,0,0.063,0.061,0.008,0.337,0.36,0.4,0.41,0.33,0.36,0.33,0.244,0.268,0.34,0.35,0.475,0,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,2562651000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10040,0.467,0.467,0.461,0.192,0.495,0.46,0.46,0.495,0.47,0.47,0.5,0,0.451,0.345,0.5,0.5,0.315,0.38,0.395,0.28,0.345,0.305,0.262,0.242,0.31,0.313,0.465,0,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,2564944000,Acute Care Hospitals,Proprietary,Yes
10044,0,0.476,0.48,0.258,0.475,0.5,0,0,0,0,0,0,0,0,0,0,0.42,0.42,0.465,0.29,0.35,0.49,0.215,0.318,0.395,0.408,0.5,0.182,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,MARION,2059216200,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10045,0,0.478,0.475,0.266,0.485,0.46,0,0,0,0.5,0.5,0,0,0,0,0,0.445,0.46,0.47,0.425,0.405,0.42,0.192,0.328,0.41,0.428,0.49,0.166,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,FAYETTE,2059325966,Acute Care Hospitals,Voluntary non-profit - Other,Yes
10046,0.465,0.477,0.477,0.35,0.5,0.465,0.495,0.46,0.47,0.495,0.5,0,0.248,0.034,0.5,0,0.35,0.355,0.39,0.29,0.325,0.295,0.262,0.237,0.345,0.348,0.46,0,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,2565435200,Acute Care Hospitals,Proprietary,Yes
10047,0,0.474,0.478,0.252,0.475,0.425,0,0,0,0,0,0,0,0,0,0,0.405,0.425,0.455,0.415,0.355,0.39,0.238,0.273,0.365,0.385,0.475,0.216,GEORGIANA MEDICAL CENTER,515 N MIRANDA AVENUE,GEORGIANA,AL,36033,BUTLER,3343762205,Acute Care Hospitals,Proprietary,Yes
10049,0.467,0.462,0.483,0.302,0.5,0.475,0.5,0.495,0.5,0.5,0.5,0,0,0,0,0.078,0.35,0.385,0.42,0.32,0.345,0.33,0.279,0.237,0.335,0.343,0.475,0.107,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,Acute Care Hospitals,Proprietary,Yes
10051,0,0.962,0,0,0.51,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,GREENE,2053723388,Acute Care Hospitals,Government - Local,No
10052,0,0.481,0.487,0.252,0.225,0.39,0,0,0,0,0,0,0,0,0,0,0.37,0.385,0.43,0.335,0.345,0.32,0.25,0.247,0.36,0.365,0.46,0.183,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,AL,36853,TALLAPOOSA,2568257821,Acute Care Hospitals,Proprietary,Yes
10055,0.47,0.464,0.487,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.355,0,0.128,0.254,0.355,0.405,0.42,0.335,0.365,0.335,0.215,0.288,0.345,0.35,0.47,0,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,3347935000,Acute Care Hospitals,Proprietary,Yes
10056,0.476,0.472,0.485,0.281,0.485,0.5,0.495,0.49,0.495,0.5,0.495,0,0.324,0.261,0.085,0.266,0.32,0.405,0.425,0.335,0.37,0.33,0.221,0.288,0.34,0.33,0.475,0,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,AL,35205,JEFFERSON,2059397000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10057,0.947,0.973,0.978,0,0,0.93,0.96,0.97,0.98,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
10058,0,0,0.907,0,0.76,0.75,0,0,0,0,0,0,0,0,0,0,0.76,0.8,0.86,0.67,0.8,0.62,0.477,0.566,0.58,0.67,0.97,0.185,BIBB MEDICAL CENTER,208 PIERSON AVE,CENTREVILLE,AL,35042,BIBB,2059264881,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10059,0,0.477,0.484,0.253,0.485,0.47,0,0,0,0,0,0,0,0,0,0,0.345,0.385,0.46,0.34,0.355,0.335,0.256,0.247,0.33,0.338,0.465,0.126,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,AL,35650,LAWRENCE,2569742200,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10061,0,0.48,0.469,0.245,0.49,0.46,0.335,0.47,0.455,0.43,0.495,0,0,0.5,0,0,0.36,0.4,0.42,0.365,0.345,0.32,0.256,0.253,0.375,0.368,0.47,0.172,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,JACKSON,2562594444,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10062,0,0.46,0.466,0.265,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0.405,0.395,0.445,0.355,0.35,0.345,0.215,0.288,0.335,0.37,0.47,0.149,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,3346843655,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10063,0.966,0.97,0.956,0,0,0.97,0.97,0.99,0.94,0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
10064,0.974,0.959,0.948,0,0,0.94,0.95,0.99,0.87,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
10065,0.626,0.64,0.645,0.131,0.323,0.65,0.637,0.653,0.64,0.663,0.663,0,0.333,0.333,0,0,0.257,0.283,0.29,0.247,0.27,0.24,0.155,0.189,0.257,0.257,0.32,0,RUSSELL HOSPITAL,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010,TALLAPOOSA,2563297100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
10065,0.626,0.64,0.645,0.131,0.323,0.65,0.637,0.653,0.64,0.663,0.663,0,0.333,0.333,0,0,0.257,0.283,0.29,0.247,0.27,0.24,0.155,0.189,0.257,0.257,0.32,0,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
10069,0,0.476,0.468,0.264,0.485,0,0,0.5,0.5,0,0,0,0,0,0,0,0.385,0.405,0.435,0.32,0.345,0.365,0.25,0.253,0.375,0.38,0.465,0.121,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,3346887271,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10073,0,0.467,0.481,0.255,0.465,0.37,0,0,0,0,0,0,0,0,0,0,0.395,0.415,0.465,0.36,0.375,0.375,0.233,0.273,0.37,0.383,0.47,0.183,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251,CLAY,2563542131,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10078,0.471,0.471,0.48,0.034,0.365,0.49,0.48,0.485,0.485,0.49,0.495,0,0.212,0,0.382,0,0.335,0.385,0.405,0.305,0.35,0.305,0.256,0.247,0.335,0.335,0.465,0,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,CALHOUN,2562355121,Acute Care Hospitals,Government - Local,Yes
10079,0,0.48,0.478,0.24,0.495,0.495,0.5,0.495,0.495,0.5,0.5,0,0,0.015,0,0,0.365,0.415,0.42,0.325,0.365,0.36,0.25,0.268,0.345,0.355,0.48,0.078,ATHENS-LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,LIMESTONE,2562339292,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10083,0.479,0.476,0.481,0.212,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0.375,0.405,0.395,0.345,0.365,0.325,0.227,0.278,0.355,0.365,0.47,0.082,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,2519493400,Acute Care Hospitals,Proprietary,Yes
10085,0.478,0.471,0.469,0.268,0.46,0.495,0.485,0.5,0.495,0.5,0.5,0,0.262,0.5,0.5,0,0.35,0.39,0.42,0.32,0.36,0.31,0.256,0.253,0.34,0.345,0.47,0.047,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,MORGAN,2563412000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
10086,0.482,0.484,0.486,0.246,0.48,0.475,0,0.485,0.425,0,0.5,0,0,0,0,0,0.345,0.395,0.41,0.345,0.365,0.325,0.285,0.222,0.35,0.348,0.465,0.104,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,2054877736,Acute Care Hospitals,Proprietary,Yes
10087,0,0,0,0.159,0.495,0.47,0.5,0.495,0.485,0.5,0.5,0,0.106,0,0.5,0,0.35,0.4,0.415,0.34,0.37,0.32,0.215,0.288,0.35,0.35,0.47,0,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,2514717110,Acute Care Hospitals,Government - State,Yes
10089,0.489,0.473,0.478,0.136,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0.355,0.39,0.41,0.315,0.355,0.335,0.25,0.253,0.325,0.34,0.465,0.05,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,2053874000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
